time,vertical_velocity,horizontal_velocity,dist,alt,ang,weight,acc,fuel,NN
15653,0.43,1641.44,-25513602.99,4614.97,0,208.25,0.05,44.25,0.02
15654,0.43,1641.44,-25515244.43,4614.54,0,208.25,0.05,44.25,0.02
15655,0.43,1641.44,-25516885.87,4614.12,0,208.25,0.05,44.25,0.02
15656,0.43,1641.44,-25518527.32,4613.69,0,208.24,0.05,44.24,0.02
15657,0.43,1641.44,-25520168.76,4613.26,0,208.24,0.05,44.24,0.02
15658,0.43,1641.44,-25521810.2,4612.84,0,208.23,0.05,44.23,0.02
15659,0.43,1641.44,-25523451.64,4612.41,0,208.23,0.05,44.23,0.02
15660,0.43,1641.44,-25525093.08,4611.98,0,208.23,0.05,44.23,0.02
15661,0.43,1641.44,-25526734.52,4611.55,0,208.22,0.05,44.22,0.02
15662,0.43,1641.44,-25528375.96,4611.13,0,208.22,0.05,44.22,0.02
15663,0.43,1641.44,-25530017.4,4610.7,0,208.21,0.05,44.21,0.02
15664,0.43,1641.44,-25531658.84,4610.27,0,208.21,0.05,44.21,0.02
15665,0.43,1641.44,-25533300.28,4609.85,0,208.21,0.05,44.21,0.02
15666,0.43,1641.44,-25534941.72,4609.42,0,208.2,0.05,44.2,0.02
15667,0.43,1641.44,-25536583.16,4608.99,0,208.2,0.05,44.2,0.02
15668,0.43,1641.44,-25538224.6,4608.57,0,208.2,0.05,44.2,0.02
15669,0.43,1641.44,-25539866.04,4608.14,0,208.19,0.05,44.19,0.02
15670,0.43,1641.44,-25541507.48,4607.71,0,208.19,0.05,44.19,0.02
15671,0.43,1641.44,-25543148.92,4607.28,0,208.18,0.05,44.18,0.02
15672,0.43,1641.44,-25544790.36,4606.86,0,208.18,0.05,44.18,0.02
15673,0.43,1641.44,-25546431.8,4606.43,0,208.18,0.05,44.18,0.02
15674,0.43,1641.44,-25548073.24,4606,0,208.17,0.05,44.17,0.02
15675,0.43,1641.44,-25549714.68,4605.58,0,208.17,0.05,44.17,0.02
15676,0.43,1641.44,-25551356.13,4605.15,0,208.17,0.05,44.17,0.02
15677,0.43,1641.44,-25552997.57,4604.72,0,208.16,0.05,44.16,0.02
15678,0.43,1641.44,-25554639.01,4604.3,0,208.16,0.05,44.16,0.02
15679,0.43,1641.44,-25556280.45,4603.87,0,208.15,0.05,44.15,0.02
15680,0.43,1641.44,-25557921.89,4603.44,0,208.15,0.05,44.15,0.02
15681,0.43,1641.44,-25559563.33,4603.02,0,208.15,0.05,44.15,0.02
15682,0.43,1641.44,-25561204.77,4602.59,0,208.14,0.05,44.14,0.02
15683,0.43,1641.44,-25562846.21,4602.16,0,208.14,0.05,44.14,0.02
15684,0.43,1641.44,-25564487.65,4601.74,0,208.14,0.05,44.14,0.02
15685,0.43,1641.44,-25566129.09,4601.31,0,208.13,0.05,44.13,0.02
15686,0.43,1641.44,-25567770.53,4600.88,0,208.13,0.05,44.13,0.02
15687,0.43,1641.44,-25569411.97,4600.46,0,208.12,0.05,44.12,0.02
15688,0.43,1641.44,-25571053.41,4600.03,0,208.12,0.05,44.12,0.02
15689,0.43,1641.44,-25572694.85,4599.6,0,208.12,0.05,44.12,0.02
15690,0.43,1641.44,-25574336.29,4599.17,0,208.11,0.05,44.11,0.02
15691,0.43,1641.44,-25575977.73,4598.75,0,208.11,0.05,44.11,0.02
15692,0.43,1641.44,-25577619.17,4598.32,0,208.1,0.05,44.1,0.02
15693,0.43,1641.44,-25579260.61,4597.89,0,208.1,0.05,44.1,0.02
15694,0.43,1641.44,-25580902.05,4597.47,0,208.1,0.05,44.1,0.02
15695,0.43,1641.44,-25582543.49,4597.04,0,208.09,0.05,44.09,0.02
15696,0.43,1641.44,-25584184.93,4596.61,0,208.09,0.05,44.09,0.02
15697,0.43,1641.44,-25585826.38,4596.19,0,208.09,0.05,44.09,0.02
15698,0.43,1641.44,-25587467.82,4595.76,0,208.08,0.05,44.08,0.02
15699,0.43,1641.44,-25589109.26,4595.33,0,208.08,0.05,44.08,0.02
15700,0.43,1641.44,-25590750.7,4594.91,0,208.07,0.05,44.07,0.02
15701,0.43,1641.44,-25592392.14,4594.48,0,208.07,0.05,44.07,0.02
15702,0.43,1641.44,-25594033.58,4594.05,0,208.07,0.05,44.07,0.02
15703,0.43,1641.44,-25595675.02,4593.63,0,208.06,0.05,44.06,0.02
15704,0.43,1641.44,-25597316.46,4593.2,0,208.06,0.05,44.06,0.02
15705,0.43,1641.44,-25598957.9,4592.77,0,208.06,0.05,44.06,0.02
15706,0.43,1641.44,-25600599.34,4592.35,0,208.05,0.05,44.05,0.02
15707,0.43,1641.44,-25602240.78,4591.92,0,208.05,0.05,44.05,0.02
15708,0.43,1641.44,-25603882.22,4591.49,0,208.04,0.05,44.04,0.02
15709,0.43,1641.44,-25605523.66,4591.07,0,208.04,0.05,44.04,0.02
15710,0.43,1641.44,-25607165.1,4590.64,0,208.04,0.05,44.04,0.02
15711,0.43,1641.44,-25608806.54,4590.21,0,208.03,0.05,44.03,0.02
15712,0.43,1641.44,-25610447.98,4589.79,0,208.03,0.05,44.03,0.02
15713,0.43,1641.44,-25612089.42,4589.36,0,208.03,0.05,44.03,0.02
15714,0.43,1641.44,-25613730.86,4588.93,0,208.02,0.05,44.02,0.02
15715,0.43,1641.44,-25615372.3,4588.51,0,208.02,0.05,44.02,0.02
15716,0.43,1641.44,-25617013.74,4588.08,0,208.01,0.05,44.01,0.02
15717,0.43,1641.44,-25618655.18,4587.65,0,208.01,0.05,44.01,0.02
15718,0.43,1641.44,-25620296.63,4587.23,0,208.01,0.05,44.01,0.02
15719,0.43,1641.44,-25621938.07,4586.8,0,208,0.05,44,0.02
15720,0.43,1641.44,-25623579.51,4586.38,0,208,0.05,44,0.02
15721,0.43,1641.44,-25625220.95,4585.95,0,207.99,0.05,43.99,0.02
15722,0.43,1641.44,-25626862.39,4585.52,0,207.99,0.05,43.99,0.02
15723,0.43,1641.44,-25628503.83,4585.1,0,207.99,0.05,43.99,0.02
15724,0.43,1641.44,-25630145.27,4584.67,0,207.98,0.05,43.98,0.02
15725,0.43,1641.44,-25631786.71,4584.24,0,207.98,0.05,43.98,0.02
15726,0.43,1641.44,-25633428.15,4583.82,0,207.98,0.05,43.98,0.02
15727,0.43,1641.44,-25635069.59,4583.39,0,207.97,0.05,43.97,0.02
15728,0.43,1641.44,-25636711.03,4582.96,0,207.97,0.05,43.97,0.02
15729,0.43,1641.44,-25638352.47,4582.54,0,207.96,0.05,43.96,0.02
15730,0.43,1641.44,-25639993.91,4582.11,0,207.96,0.05,43.96,0.02
15731,0.43,1641.44,-25641635.35,4581.68,0,207.96,0.05,43.96,0.02
15732,0.43,1641.44,-25643276.79,4581.26,0,207.95,0.05,43.95,0.02
15733,0.43,1641.44,-25644918.23,4580.83,0,207.95,0.05,43.95,0.02
15734,0.43,1641.44,-25646559.67,4580.4,0,207.95,0.05,43.95,0.02
15735,0.43,1641.44,-25648201.11,4579.98,0,207.94,0.05,43.94,0.02
15736,0.43,1641.44,-25649842.55,4579.55,0,207.94,0.05,43.94,0.02
15737,0.43,1641.44,-25651483.99,4579.13,0,207.93,0.05,43.93,0.02
15738,0.43,1641.44,-25653125.44,4578.7,0,207.93,0.05,43.93,0.02
15739,0.43,1641.44,-25654766.88,4578.27,0,207.93,0.05,43.93,0.02
15740,0.43,1641.44,-25656408.32,4577.85,0,207.92,0.05,43.92,0.02
15741,0.43,1641.44,-25658049.76,4577.42,0,207.92,0.05,43.92,0.02
15742,0.43,1641.44,-25659691.2,4576.99,0,207.92,0.05,43.92,0.02
15743,0.43,1641.44,-25661332.64,4576.57,0,207.91,0.05,43.91,0.02
15744,0.43,1641.44,-25662974.08,4576.14,0,207.91,0.05,43.91,0.02
15745,0.43,1641.44,-25664615.52,4575.71,0,207.9,0.05,43.9,0.02
15746,0.43,1641.44,-25666256.96,4575.29,0,207.9,0.05,43.9,0.02
15747,0.43,1641.44,-25667898.4,4574.86,0,207.9,0.05,43.9,0.02
15748,0.43,1641.44,-25669539.84,4574.44,0,207.89,0.05,43.89,0.02
15749,0.43,1641.44,-25671181.28,4574.01,0,207.89,0.05,43.89,0.02
15750,0.43,1641.44,-25672822.72,4573.58,0,207.89,0.05,43.89,0.02
15751,0.43,1641.44,-25674464.16,4573.16,0,207.88,0.05,43.88,0.02
15752,0.43,1641.44,-25676105.6,4572.73,0,207.88,0.05,43.88,0.02
15753,0.43,1641.44,-25677747.04,4572.3,0,207.87,0.05,43.87,0.02
15754,0.43,1641.44,-25679388.48,4571.88,0,207.87,0.05,43.87,0.02
15755,0.43,1641.44,-25681029.92,4571.45,0,207.87,0.05,43.87,0.02
15756,0.43,1641.44,-25682671.36,4571.03,0,207.86,0.05,43.86,0.02
15757,0.43,1641.44,-25684312.8,4570.6,0,207.86,0.05,43.86,0.02
15758,0.43,1641.44,-25685954.24,4570.17,0,207.85,0.05,43.85,0.02
15759,0.43,1641.44,-25687595.69,4569.75,0,207.85,0.05,43.85,0.02
15760,0.43,1641.44,-25689237.13,4569.32,0,207.85,0.05,43.85,0.02
15761,0.43,1641.44,-25690878.57,4568.89,0,207.84,0.05,43.84,0.02
15762,0.43,1641.44,-25692520.01,4568.47,0,207.84,0.05,43.84,0.02
15763,0.43,1641.44,-25694161.45,4568.04,0,207.84,0.05,43.84,0.02
15764,0.43,1641.44,-25695802.89,4567.62,0,207.83,0.05,43.83,0.02
15765,0.43,1641.44,-25697444.33,4567.19,0,207.83,0.05,43.83,0.02
15766,0.43,1641.44,-25699085.77,4566.76,0,207.82,0.05,43.82,0.02
15767,0.43,1641.44,-25700727.21,4566.34,0,207.82,0.05,43.82,0.02
15768,0.43,1641.44,-25702368.65,4565.91,0,207.82,0.05,43.82,0.02
15769,0.43,1641.44,-25704010.09,4565.48,0,207.81,0.05,43.81,0.02
15770,0.43,1641.44,-25705651.53,4565.06,0,207.81,0.05,43.81,0.02
15771,0.43,1641.44,-25707292.97,4564.63,0,207.81,0.05,43.81,0.02
15772,0.43,1641.44,-25708934.41,4564.21,0,207.8,0.05,43.8,0.02
15773,0.43,1641.44,-25710575.85,4563.78,0,207.8,0.05,43.8,0.02
15774,0.43,1641.44,-25712217.29,4563.35,0,207.79,0.05,43.79,0.02
15775,0.43,1641.44,-25713858.73,4562.93,0,207.79,0.05,43.79,0.02
15776,0.43,1641.44,-25715500.17,4562.5,0,207.79,0.05,43.79,0.02
15777,0.43,1641.44,-25717141.61,4562.08,0,207.78,0.05,43.78,0.02
15778,0.43,1641.44,-25718783.05,4561.65,0,207.78,0.05,43.78,0.02
15779,0.43,1641.44,-25720424.5,4561.22,0,207.78,0.05,43.78,0.02
15780,0.43,1641.44,-25722065.94,4560.8,0,207.77,0.05,43.77,0.02
15781,0.43,1641.44,-25723707.38,4560.37,0,207.77,0.05,43.77,0.02
15782,0.43,1641.44,-25725348.82,4559.95,0,207.76,0.05,43.76,0.02
15783,0.43,1641.44,-25726990.26,4559.52,0,207.76,0.05,43.76,0.02
15784,0.43,1641.44,-25728631.7,4559.09,0,207.76,0.05,43.76,0.02
15785,0.43,1641.44,-25730273.14,4558.67,0,207.75,0.05,43.75,0.02
15786,0.43,1641.44,-25731914.58,4558.24,0,207.75,0.05,43.75,0.02
15787,0.43,1641.44,-25733556.02,4557.81,0,207.75,0.05,43.75,0.02
15788,0.43,1641.44,-25735197.46,4557.39,0,207.74,0.05,43.74,0.02
15789,0.43,1641.44,-25736838.9,4556.96,0,207.74,0.05,43.74,0.02
15790,0.43,1641.44,-25738480.34,4556.54,0,207.73,0.05,43.73,0.02
15791,0.43,1641.44,-25740121.78,4556.11,0,207.73,0.05,43.73,0.02
15792,0.43,1641.44,-25741763.22,4555.68,0,207.73,0.05,43.73,0.02
15793,0.43,1641.44,-25743404.66,4555.26,0,207.72,0.05,43.72,0.02
15794,0.43,1641.44,-25745046.1,4554.83,0,207.72,0.05,43.72,0.02
15795,0.43,1641.44,-25746687.54,4554.41,0,207.71,0.05,43.71,0.02
15796,0.43,1641.44,-25748328.98,4553.98,0,207.71,0.05,43.71,0.02
15797,0.43,1641.44,-25749970.42,4553.56,0,207.71,0.05,43.71,0.02
15798,0.43,1641.44,-25751611.86,4553.13,0,207.7,0.05,43.7,0.02
15799,0.43,1641.44,-25753253.3,4552.7,0,207.7,0.05,43.7,0.02
15800,0.43,1641.44,-25754894.75,4552.28,0,207.7,0.05,43.7,0.02
15801,0.43,1641.44,-25756536.19,4551.85,0,207.69,0.05,43.69,0.02
15802,0.43,1641.44,-25758177.63,4551.43,0,207.69,0.05,43.69,0.02
15803,0.43,1641.44,-25759819.07,4551,0,207.68,0.05,43.68,0.02
15804,0.43,1641.44,-25761460.51,4550.57,0,207.68,0.05,43.68,0.02
15805,0.43,1641.44,-25763101.95,4550.15,0,207.68,0.05,43.68,0.02
15806,0.43,1641.44,-25764743.39,4549.72,0,207.67,0.05,43.67,0.02
15807,0.43,1641.44,-25766384.83,4549.3,0,207.67,0.05,43.67,0.02
15808,0.43,1641.44,-25768026.27,4548.87,0,207.67,0.05,43.67,0.02
15809,0.43,1641.44,-25769667.71,4548.44,0,207.66,0.05,43.66,0.02
15810,0.43,1641.44,-25771309.15,4548.02,0,207.66,0.05,43.66,0.02
15811,0.43,1641.44,-25772950.59,4547.59,0,207.65,0.05,43.65,0.02
15812,0.43,1641.44,-25774592.03,4547.17,0,207.65,0.05,43.65,0.02
15813,0.43,1641.44,-25776233.47,4546.74,0,207.65,0.05,43.65,0.02
15814,0.43,1641.44,-25777874.91,4546.32,0,207.64,0.05,43.64,0.02
15815,0.43,1641.44,-25779516.35,4545.89,0,207.64,0.05,43.64,0.02
15816,0.43,1641.44,-25781157.79,4545.46,0,207.64,0.05,43.64,0.02
15817,0.43,1641.44,-25782799.23,4545.04,0,207.63,0.05,43.63,0.02
15818,0.43,1641.44,-25784440.67,4544.61,0,207.63,0.05,43.63,0.02
15819,0.43,1641.44,-25786082.11,4544.19,0,207.62,0.05,43.62,0.02
15820,0.43,1641.44,-25787723.56,4543.76,0,207.62,0.05,43.62,0.02
15821,0.43,1641.44,-25789365,4543.33,0,207.62,0.05,43.62,0.02
15822,0.43,1641.44,-25791006.44,4542.91,0,207.61,0.05,43.61,0.02
15823,0.43,1641.44,-25792647.88,4542.48,0,207.61,0.05,43.61,0.02
15824,0.43,1641.44,-25794289.32,4542.06,0,207.61,0.05,43.61,0.02
15825,0.43,1641.44,-25795930.76,4541.63,0,207.6,0.05,43.6,0.02
15826,0.43,1641.44,-25797572.2,4541.21,0,207.6,0.05,43.6,0.02
15827,0.43,1641.44,-25799213.64,4540.78,0,207.59,0.05,43.59,0.02
15828,0.43,1641.44,-25800855.08,4540.35,0,207.59,0.05,43.59,0.02
15829,0.43,1641.44,-25802496.52,4539.93,0,207.59,0.05,43.59,0.02
15830,0.43,1641.44,-25804137.96,4539.5,0,207.58,0.05,43.58,0.02
15831,0.43,1641.44,-25805779.4,4539.08,0,207.58,0.05,43.58,0.02
15832,0.43,1641.44,-25807420.84,4538.65,0,207.57,0.05,43.57,0.02
15833,0.43,1641.44,-25809062.28,4538.23,0,207.57,0.05,43.57,0.02
15834,0.43,1641.44,-25810703.72,4537.8,0,207.57,0.05,43.57,0.02
15835,0.43,1641.44,-25812345.16,4537.38,0,207.56,0.05,43.56,0.02
15836,0.43,1641.44,-25813986.6,4536.95,0,207.56,0.05,43.56,0.02
15837,0.43,1641.44,-25815628.04,4536.52,0,207.56,0.05,43.56,0.02
15838,0.43,1641.44,-25817269.48,4536.1,0,207.55,0.05,43.55,0.02
15839,0.43,1641.44,-25818910.92,4535.67,0,207.55,0.05,43.55,0.02
15840,0.43,1641.44,-25820552.36,4535.25,0,207.54,0.05,43.54,0.02
15841,0.43,1641.44,-25822193.81,4534.82,0,207.54,0.05,43.54,0.02
15842,0.43,1641.44,-25823835.25,4534.4,0,207.54,0.05,43.54,0.02
15843,0.43,1641.44,-25825476.69,4533.97,0,207.53,0.05,43.53,0.02
15844,0.43,1641.44,-25827118.13,4533.54,0,207.53,0.05,43.53,0.02
15845,0.43,1641.44,-25828759.57,4533.12,0,207.53,0.05,43.53,0.02
15846,0.43,1641.44,-25830401.01,4532.69,0,207.52,0.05,43.52,0.02
15847,0.43,1641.44,-25832042.45,4532.27,0,207.52,0.05,43.52,0.02
15848,0.43,1641.44,-25833683.89,4531.84,0,207.51,0.05,43.51,0.02
15849,0.43,1641.44,-25835325.33,4531.42,0,207.51,0.05,43.51,0.02
15850,0.43,1641.44,-25836966.77,4530.99,0,207.51,0.05,43.51,0.02
15851,0.43,1641.44,-25838608.21,4530.57,0,207.5,0.05,43.5,0.02
15852,0.43,1641.44,-25840249.65,4530.14,0,207.5,0.05,43.5,0.02
15853,0.43,1641.44,-25841891.09,4529.71,0,207.5,0.05,43.5,0.02
15854,0.43,1641.44,-25843532.53,4529.29,0,207.49,0.05,43.49,0.02
15855,0.43,1641.44,-25845173.97,4528.86,0,207.49,0.05,43.49,0.02
15856,0.43,1641.44,-25846815.41,4528.44,0,207.48,0.05,43.48,0.02
15857,0.43,1641.44,-25848456.85,4528.01,0,207.48,0.05,43.48,0.02
15858,0.43,1641.44,-25850098.29,4527.59,0,207.48,0.05,43.48,0.02
15859,0.43,1641.44,-25851739.73,4527.16,0,207.47,0.05,43.47,0.02
15860,0.43,1641.44,-25853381.17,4526.74,0,207.47,0.05,43.47,0.02
15861,0.43,1641.44,-25855022.61,4526.31,0,207.47,0.05,43.47,0.02
15862,0.43,1641.44,-25856664.06,4525.89,0,207.46,0.05,43.46,0.02
15863,0.43,1641.44,-25858305.5,4525.46,0,207.46,0.05,43.46,0.02
15864,0.43,1641.44,-25859946.94,4525.03,0,207.45,0.05,43.45,0.02
15865,0.43,1641.44,-25861588.38,4524.61,0,207.45,0.05,43.45,0.02
15866,0.43,1641.44,-25863229.82,4524.18,0,207.45,0.05,43.45,0.02
15867,0.43,1641.44,-25864871.26,4523.76,0,207.44,0.05,43.44,0.02
15868,0.43,1641.44,-25866512.7,4523.33,0,207.44,0.05,43.44,0.02
15869,0.43,1641.44,-25868154.14,4522.91,0,207.44,0.05,43.44,0.02
15870,0.43,1641.44,-25869795.58,4522.48,0,207.43,0.05,43.43,0.02
15871,0.43,1641.44,-25871437.02,4522.06,0,207.43,0.05,43.43,0.02
15872,0.43,1641.44,-25873078.46,4521.63,0,207.42,0.05,43.42,0.02
15873,0.43,1641.44,-25874719.9,4521.21,0,207.42,0.05,43.42,0.02
15874,0.43,1641.44,-25876361.34,4520.78,0,207.42,0.05,43.42,0.02
15875,0.43,1641.44,-25878002.78,4520.36,0,207.41,0.05,43.41,0.02
15876,0.43,1641.44,-25879644.22,4519.93,0,207.41,0.05,43.41,0.02
15877,0.43,1641.44,-25881285.66,4519.51,0,207.4,0.05,43.4,0.02
15878,0.43,1641.44,-25882927.1,4519.08,0,207.4,0.05,43.4,0.02
15879,0.43,1641.44,-25884568.54,4518.65,0,207.4,0.05,43.4,0.02
15880,0.43,1641.44,-25886209.98,4518.23,0,207.39,0.05,43.39,0.02
15881,0.43,1641.44,-25887851.42,4517.8,0,207.39,0.05,43.39,0.02
15882,0.43,1641.44,-25889492.87,4517.38,0,207.39,0.05,43.39,0.02
15883,0.43,1641.44,-25891134.31,4516.95,0,207.38,0.05,43.38,0.02
15884,0.43,1641.44,-25892775.75,4516.53,0,207.38,0.05,43.38,0.02
15885,0.43,1641.44,-25894417.19,4516.1,0,207.37,0.05,43.37,0.02
15886,0.43,1641.44,-25896058.63,4515.68,0,207.37,0.05,43.37,0.02
15887,0.43,1641.44,-25897700.07,4515.25,0,207.37,0.05,43.37,0.02
15888,0.43,1641.44,-25899341.51,4514.83,0,207.36,0.05,43.36,0.02
15889,0.43,1641.44,-25900982.95,4514.4,0,207.36,0.05,43.36,0.02
15890,0.43,1641.44,-25902624.39,4513.98,0,207.36,0.05,43.36,0.02
15891,0.43,1641.44,-25904265.83,4513.55,0,207.35,0.05,43.35,0.02
15892,0.43,1641.44,-25905907.27,4513.13,0,207.35,0.05,43.35,0.02
15893,0.43,1641.44,-25907548.71,4512.7,0,207.34,0.05,43.34,0.02
15894,0.43,1641.44,-25909190.15,4512.28,0,207.34,0.05,43.34,0.02
15895,0.43,1641.44,-25910831.59,4511.85,0,207.34,0.05,43.34,0.02
15896,0.43,1641.44,-25912473.03,4511.43,0,207.33,0.05,43.33,0.02
15897,0.43,1641.44,-25914114.47,4511,0,207.33,0.05,43.33,0.02
15898,0.43,1641.44,-25915755.91,4510.58,0,207.33,0.05,43.33,0.02
15899,0.43,1641.44,-25917397.35,4510.15,0,207.32,0.05,43.32,0.02
15900,0.43,1641.44,-25919038.79,4509.72,0,207.32,0.05,43.32,0.02
15901,0.43,1641.44,-25920680.23,4509.3,0,207.31,0.05,43.31,0.02
15902,0.43,1641.44,-25922321.67,4508.87,0,207.31,0.05,43.31,0.02
15903,0.43,1641.44,-25923963.12,4508.45,0,207.31,0.05,43.31,0.02
15904,0.43,1641.44,-25925604.56,4508.02,0,207.3,0.05,43.3,0.02
15905,0.43,1641.44,-25927246,4507.6,0,207.3,0.05,43.3,0.02
15906,0.43,1641.44,-25928887.44,4507.17,0,207.3,0.05,43.3,0.02
15907,0.43,1641.44,-25930528.88,4506.75,0,207.29,0.05,43.29,0.02
15908,0.43,1641.44,-25932170.32,4506.32,0,207.29,0.05,43.29,0.02
15909,0.43,1641.44,-25933811.76,4505.9,0,207.28,0.05,43.28,0.02
15910,0.43,1641.44,-25935453.2,4505.47,0,207.28,0.05,43.28,0.02
15911,0.43,1641.44,-25937094.64,4505.05,0,207.28,0.05,43.28,0.02
15912,0.43,1641.44,-25938736.08,4504.62,0,207.27,0.05,43.27,0.02
15913,0.43,1641.44,-25940377.52,4504.2,0,207.27,0.05,43.27,0.02
15914,0.43,1641.44,-25942018.96,4503.77,0,207.27,0.05,43.27,0.02
15915,0.43,1641.44,-25943660.4,4503.35,0,207.26,0.05,43.26,0.02
15916,0.43,1641.44,-25945301.84,4502.92,0,207.26,0.05,43.26,0.02
15917,0.43,1641.44,-25946943.28,4502.5,0,207.25,0.05,43.25,0.02
15918,0.43,1641.44,-25948584.72,4502.07,0,207.25,0.05,43.25,0.02
15919,0.42,1641.44,-25950226.16,4501.65,0,207.25,0.05,43.25,0.02
15920,0.42,1641.44,-25951867.6,4501.22,0,207.24,0.05,43.24,0.02
15921,0.42,1641.44,-25953509.04,4500.8,0,207.24,0.05,43.24,0.02
15922,0.42,1641.44,-25955150.48,4500.37,0,207.23,0.05,43.23,0.02
15923,0.42,1641.44,-25956791.93,4499.95,0,207.23,0.05,43.23,0.02
15924,0.42,1641.44,-25958433.37,4499.52,0,207.23,0.05,43.23,0.02
15925,0.42,1641.44,-25960074.81,4499.1,0,207.22,0.05,43.22,0.02
15926,0.42,1641.44,-25961716.25,4498.67,0,207.22,0.05,43.22,0.02
15927,0.42,1641.44,-25963357.69,4498.25,0,207.22,0.05,43.22,0.02
15928,0.42,1641.44,-25964999.13,4497.82,0,207.21,0.05,43.21,0.02
15929,0.42,1641.44,-25966640.57,4497.4,0,207.21,0.05,43.21,0.02
15930,0.42,1641.44,-25968282.01,4496.97,0,207.2,0.05,43.2,0.02
15931,0.42,1641.44,-25969923.45,4496.55,0,207.2,0.05,43.2,0.02
15932,0.42,1641.44,-25971564.89,4496.12,0,207.2,0.05,43.2,0.02
15933,0.42,1641.44,-25973206.33,4495.7,0,207.19,0.05,43.19,0.02
15934,0.42,1641.44,-25974847.77,4495.27,0,207.19,0.05,43.19,0.02
15935,0.42,1641.44,-25976489.21,4494.85,0,207.19,0.05,43.19,0.02
15936,0.42,1641.44,-25978130.65,4494.42,0,207.18,0.05,43.18,0.02
15937,0.42,1641.44,-25979772.09,4494,0,207.18,0.05,43.18,0.02
15938,0.42,1641.44,-25981413.53,4493.58,0,207.17,0.05,43.17,0.02
15939,0.42,1641.44,-25983054.97,4493.15,0,207.17,0.05,43.17,0.02
15940,0.42,1641.44,-25984696.41,4492.73,0,207.17,0.05,43.17,0.02
15941,0.42,1641.44,-25986337.85,4492.3,0,207.16,0.05,43.16,0.02
15942,0.42,1641.44,-25987979.29,4491.88,0,207.16,0.05,43.16,0.02
15943,0.42,1641.44,-25989620.73,4491.45,0,207.16,0.05,43.16,0.02
15944,0.42,1641.44,-25991262.18,4491.03,0,207.15,0.05,43.15,0.02
15945,0.42,1641.44,-25992903.62,4490.6,0,207.15,0.05,43.15,0.02
15946,0.42,1641.44,-25994545.06,4490.18,0,207.14,0.05,43.14,0.02
15947,0.42,1641.44,-25996186.5,4489.75,0,207.14,0.05,43.14,0.02
15948,0.42,1641.44,-25997827.94,4489.33,0,207.14,0.05,43.14,0.02
15949,0.42,1641.44,-25999469.38,4488.9,0,207.13,0.05,43.13,0.02
15950,0.42,1641.44,-26001110.82,4488.48,0,207.13,0.05,43.13,0.02
15951,0.42,1641.44,-26002752.26,4488.05,0,207.13,0.05,43.13,0.02
15952,0.42,1641.44,-26004393.7,4487.63,0,207.12,0.05,43.12,0.02
15953,0.42,1641.44,-26006035.14,4487.2,0,207.12,0.05,43.12,0.02
15954,0.42,1641.44,-26007676.58,4486.78,0,207.11,0.05,43.11,0.02
15955,0.42,1641.44,-26009318.02,4486.35,0,207.11,0.05,43.11,0.02
15956,0.42,1641.44,-26010959.46,4485.93,0,207.11,0.05,43.11,0.02
15957,0.42,1641.44,-26012600.9,4485.5,0,207.1,0.05,43.1,0.02
15958,0.42,1641.44,-26014242.34,4485.08,0,207.1,0.05,43.1,0.02
15959,0.42,1641.44,-26015883.78,4484.66,0,207.1,0.05,43.1,0.02
15960,0.42,1641.44,-26017525.22,4484.23,0,207.09,0.05,43.09,0.02
15961,0.42,1641.44,-26019166.66,4483.81,0,207.09,0.05,43.09,0.02
15962,0.42,1641.44,-26020808.1,4483.38,0,207.08,0.05,43.08,0.02
15963,0.42,1641.44,-26022449.54,4482.96,0,207.08,0.05,43.08,0.02
15964,0.42,1641.44,-26024090.99,4482.53,0,207.08,0.05,43.08,0.02
15965,0.42,1641.44,-26025732.43,4482.11,0,207.07,0.05,43.07,0.02
15966,0.42,1641.44,-26027373.87,4481.68,0,207.07,0.05,43.07,0.02
15967,0.42,1641.44,-26029015.31,4481.26,0,207.07,0.05,43.07,0.02
15968,0.42,1641.44,-26030656.75,4480.83,0,207.06,0.05,43.06,0.02
15969,0.42,1641.44,-26032298.19,4480.41,0,207.06,0.05,43.06,0.02
15970,0.42,1641.44,-26033939.63,4479.98,0,207.05,0.05,43.05,0.02
15971,0.42,1641.44,-26035581.07,4479.56,0,207.05,0.05,43.05,0.02
15972,0.42,1641.44,-26037222.51,4479.14,0,207.05,0.05,43.05,0.02
15973,0.42,1641.44,-26038863.95,4478.71,0,207.04,0.05,43.04,0.02
15974,0.42,1641.44,-26040505.39,4478.29,0,207.04,0.05,43.04,0.02
15975,0.42,1641.44,-26042146.83,4477.86,0,207.04,0.05,43.04,0.02
15976,0.42,1641.44,-26043788.27,4477.44,0,207.03,0.05,43.03,0.02
15977,0.42,1641.44,-26045429.71,4477.01,0,207.03,0.05,43.03,0.02
15978,0.42,1641.44,-26047071.15,4476.59,0,207.02,0.05,43.02,0.02
15979,0.42,1641.44,-26048712.59,4476.16,0,207.02,0.05,43.02,0.02
15980,0.42,1641.44,-26050354.03,4475.74,0,207.02,0.05,43.02,0.02
15981,0.42,1641.44,-26051995.47,4475.31,0,207.01,0.05,43.01,0.02
15982,0.42,1641.44,-26053636.91,4474.89,0,207.01,0.05,43.01,0.02
15983,0.42,1641.44,-26055278.35,4474.47,0,207,0.05,43,0.02
15984,0.42,1641.44,-26056919.79,4474.04,0,207,0.05,43,0.02
15985,0.42,1641.44,-26058561.24,4473.62,0,207,0.05,43,0.02
