time,vertical_velocity,horizontal_velocity,dist,alt,ang,weight,acc,fuel,NN
8525,0.49,1641.44,-13813415.21,7865.44,0,237.12,0.05,73.12,0.02
8526,0.49,1641.44,-13815056.65,7864.96,0,237.11,0.05,73.11,0.02
8527,0.49,1641.44,-13816698.09,7864.47,0,237.11,0.05,73.11,0.02
8528,0.49,1641.44,-13818339.53,7863.99,0,237.1,0.05,73.1,0.02
8529,0.49,1641.44,-13819980.97,7863.5,0,237.1,0.05,73.1,0.02
8530,0.49,1641.44,-13821622.41,7863.01,0,237.1,0.05,73.1,0.02
8531,0.49,1641.44,-13823263.85,7862.53,0,237.09,0.05,73.09,0.02
8532,0.49,1641.44,-13824905.29,7862.04,0,237.09,0.05,73.09,0.02
8533,0.49,1641.44,-13826546.73,7861.55,0,237.08,0.05,73.08,0.02
8534,0.49,1641.44,-13828188.17,7861.07,0,237.08,0.05,73.08,0.02
8535,0.49,1641.44,-13829829.61,7860.58,0,237.07,0.05,73.07,0.02
8536,0.49,1641.44,-13831471.05,7860.1,0,237.07,0.05,73.07,0.02
8537,0.49,1641.44,-13833112.49,7859.61,0,237.07,0.05,73.07,0.02
8538,0.49,1641.44,-13834753.94,7859.12,0,237.06,0.05,73.06,0.02
8539,0.49,1641.44,-13836395.38,7858.64,0,237.06,0.05,73.06,0.02
8540,0.49,1641.44,-13838036.82,7858.15,0,237.05,0.05,73.05,0.02
8541,0.49,1641.44,-13839678.26,7857.67,0,237.05,0.05,73.05,0.02
8542,0.49,1641.44,-13841319.7,7857.18,0,237.04,0.05,73.04,0.02
8543,0.49,1641.44,-13842961.14,7856.69,0,237.04,0.05,73.04,0.02
8544,0.49,1641.44,-13844602.58,7856.21,0,237.04,0.05,73.04,0.02
8545,0.49,1641.44,-13846244.02,7855.72,0,237.03,0.05,73.03,0.02
8546,0.49,1641.44,-13847885.46,7855.23,0,237.03,0.05,73.03,0.02
8547,0.49,1641.44,-13849526.9,7854.75,0,237.02,0.05,73.02,0.02
8548,0.49,1641.44,-13851168.34,7854.26,0,237.02,0.05,73.02,0.02
8549,0.49,1641.44,-13852809.78,7853.78,0,237.01,0.05,73.01,0.02
8550,0.49,1641.44,-13854451.22,7853.29,0,237.01,0.05,73.01,0.02
8551,0.49,1641.44,-13856092.66,7852.8,0,237.01,0.05,73.01,0.02
8552,0.49,1641.44,-13857734.1,7852.32,0,237,0.05,73,0.02
8553,0.49,1641.44,-13859375.54,7851.83,0,237,0.05,73,0.02
8554,0.49,1641.44,-13861016.98,7851.35,0,236.99,0.05,72.99,0.02
8555,0.49,1641.44,-13862658.42,7850.86,0,236.99,0.05,72.99,0.02
8556,0.49,1641.44,-13864299.86,7850.37,0,236.98,0.05,72.98,0.02
8557,0.49,1641.44,-13865941.3,7849.89,0,236.98,0.05,72.98,0.02
8558,0.49,1641.44,-13867582.74,7849.4,0,236.97,0.05,72.97,0.02
8559,0.49,1641.44,-13869224.19,7848.92,0,236.97,0.05,72.97,0.02
8560,0.49,1641.44,-13870865.63,7848.43,0,236.97,0.05,72.97,0.02
8561,0.49,1641.44,-13872507.07,7847.94,0,236.96,0.05,72.96,0.02
8562,0.49,1641.44,-13874148.51,7847.46,0,236.96,0.05,72.96,0.02
8563,0.49,1641.44,-13875789.95,7846.97,0,236.95,0.05,72.95,0.02
8564,0.49,1641.44,-13877431.39,7846.49,0,236.95,0.05,72.95,0.02
8565,0.49,1641.44,-13879072.83,7846,0,236.94,0.05,72.94,0.02
8566,0.49,1641.44,-13880714.27,7845.52,0,236.94,0.05,72.94,0.02
8567,0.49,1641.44,-13882355.71,7845.03,0,236.94,0.05,72.94,0.02
8568,0.49,1641.44,-13883997.15,7844.54,0,236.93,0.05,72.93,0.02
8569,0.49,1641.44,-13885638.59,7844.06,0,236.93,0.05,72.93,0.02
8570,0.49,1641.44,-13887280.03,7843.57,0,236.92,0.05,72.92,0.02
8571,0.49,1641.44,-13888921.47,7843.09,0,236.92,0.05,72.92,0.02
8572,0.49,1641.44,-13890562.91,7842.6,0,236.91,0.05,72.91,0.02
8573,0.49,1641.44,-13892204.35,7842.11,0,236.91,0.05,72.91,0.02
8574,0.49,1641.44,-13893845.79,7841.63,0,236.91,0.05,72.91,0.02
8575,0.49,1641.44,-13895487.23,7841.14,0,236.9,0.05,72.9,0.02
8576,0.49,1641.44,-13897128.67,7840.66,0,236.9,0.05,72.9,0.02
8577,0.49,1641.44,-13898770.11,7840.17,0,236.89,0.05,72.89,0.02
8578,0.49,1641.44,-13900411.55,7839.69,0,236.89,0.05,72.89,0.02
8579,0.49,1641.44,-13902053,7839.2,0,236.88,0.05,72.88,0.02
8580,0.49,1641.44,-13903694.44,7838.71,0,236.88,0.05,72.88,0.02
8581,0.49,1641.44,-13905335.88,7838.23,0,236.88,0.05,72.88,0.02
8582,0.49,1641.44,-13906977.32,7837.74,0,236.87,0.05,72.87,0.02
8583,0.49,1641.44,-13908618.76,7837.26,0,236.87,0.05,72.87,0.02
8584,0.49,1641.44,-13910260.2,7836.77,0,236.86,0.05,72.86,0.02
8585,0.49,1641.44,-13911901.64,7836.28,0,236.86,0.05,72.86,0.02
8586,0.49,1641.44,-13913543.08,7835.8,0,236.85,0.05,72.85,0.02
8587,0.49,1641.44,-13915184.52,7835.31,0,236.85,0.05,72.85,0.02
8588,0.49,1641.44,-13916825.96,7834.83,0,236.85,0.05,72.85,0.02
8589,0.49,1641.44,-13918467.4,7834.34,0,236.84,0.05,72.84,0.02
8590,0.49,1641.44,-13920108.84,7833.86,0,236.84,0.05,72.84,0.02
8591,0.49,1641.44,-13921750.28,7833.37,0,236.83,0.05,72.83,0.02
8592,0.49,1641.44,-13923391.72,7832.88,0,236.83,0.05,72.83,0.02
8593,0.49,1641.44,-13925033.16,7832.4,0,236.82,0.05,72.82,0.02
8594,0.49,1641.44,-13926674.6,7831.91,0,236.82,0.05,72.82,0.02
8595,0.49,1641.44,-13928316.04,7831.43,0,236.82,0.05,72.82,0.02
8596,0.49,1641.44,-13929957.48,7830.94,0,236.81,0.05,72.81,0.02
8597,0.49,1641.44,-13931598.92,7830.46,0,236.81,0.05,72.81,0.02
8598,0.49,1641.44,-13933240.36,7829.97,0,236.8,0.05,72.8,0.02
8599,0.49,1641.44,-13934881.8,7829.49,0,236.8,0.05,72.8,0.02
8600,0.49,1641.44,-13936523.25,7829,0,236.79,0.05,72.79,0.02
8601,0.49,1641.44,-13938164.69,7828.51,0,236.79,0.05,72.79,0.02
8602,0.49,1641.44,-13939806.13,7828.03,0,236.79,0.05,72.79,0.02
8603,0.49,1641.44,-13941447.57,7827.54,0,236.78,0.05,72.78,0.02
8604,0.49,1641.44,-13943089.01,7827.06,0,236.78,0.05,72.78,0.02
8605,0.49,1641.44,-13944730.45,7826.57,0,236.77,0.05,72.77,0.02
8606,0.49,1641.44,-13946371.89,7826.09,0,236.77,0.05,72.77,0.02
8607,0.49,1641.44,-13948013.33,7825.6,0,236.76,0.05,72.76,0.02
8608,0.49,1641.44,-13949654.77,7825.12,0,236.76,0.05,72.76,0.02
8609,0.49,1641.44,-13951296.21,7824.63,0,236.75,0.05,72.75,0.02
8610,0.49,1641.44,-13952937.65,7824.14,0,236.75,0.05,72.75,0.02
8611,0.49,1641.44,-13954579.09,7823.66,0,236.75,0.05,72.75,0.02
8612,0.49,1641.44,-13956220.53,7823.17,0,236.74,0.05,72.74,0.02
8613,0.49,1641.44,-13957861.97,7822.69,0,236.74,0.05,72.74,0.02
8614,0.49,1641.44,-13959503.41,7822.2,0,236.73,0.05,72.73,0.02
8615,0.49,1641.44,-13961144.85,7821.72,0,236.73,0.05,72.73,0.02
8616,0.49,1641.44,-13962786.29,7821.23,0,236.72,0.05,72.72,0.02
8617,0.49,1641.44,-13964427.73,7820.75,0,236.72,0.05,72.72,0.02
8618,0.49,1641.44,-13966069.17,7820.26,0,236.72,0.05,72.72,0.02
8619,0.49,1641.44,-13967710.61,7819.78,0,236.71,0.05,72.71,0.02
8620,0.49,1641.44,-13969352.06,7819.29,0,236.71,0.05,72.71,0.02
8621,0.49,1641.44,-13970993.5,7818.8,0,236.7,0.05,72.7,0.02
8622,0.49,1641.44,-13972634.94,7818.32,0,236.7,0.05,72.7,0.02
8623,0.49,1641.44,-13974276.38,7817.83,0,236.69,0.05,72.69,0.02
8624,0.49,1641.44,-13975917.82,7817.35,0,236.69,0.05,72.69,0.02
8625,0.49,1641.44,-13977559.26,7816.86,0,236.69,0.05,72.69,0.02
8626,0.49,1641.44,-13979200.7,7816.38,0,236.68,0.05,72.68,0.02
8627,0.49,1641.44,-13980842.14,7815.89,0,236.68,0.05,72.68,0.02
8628,0.49,1641.44,-13982483.58,7815.41,0,236.67,0.05,72.67,0.02
8629,0.49,1641.44,-13984125.02,7814.92,0,236.67,0.05,72.67,0.02
8630,0.49,1641.44,-13985766.46,7814.44,0,236.66,0.05,72.66,0.02
8631,0.49,1641.44,-13987407.9,7813.95,0,236.66,0.05,72.66,0.02
8632,0.49,1641.44,-13989049.34,7813.47,0,236.66,0.05,72.66,0.02
8633,0.49,1641.44,-13990690.78,7812.98,0,236.65,0.05,72.65,0.02
8634,0.49,1641.44,-13992332.22,7812.49,0,236.65,0.05,72.65,0.02
8635,0.49,1641.44,-13993973.66,7812.01,0,236.64,0.05,72.64,0.02
8636,0.49,1641.44,-13995615.1,7811.52,0,236.64,0.05,72.64,0.02
8637,0.49,1641.44,-13997256.54,7811.04,0,236.63,0.05,72.63,0.02
8638,0.49,1641.44,-13998897.98,7810.55,0,236.63,0.05,72.63,0.02
8639,0.49,1641.44,-14000539.42,7810.07,0,236.63,0.05,72.63,0.02
8640,0.49,1641.44,-14002180.86,7809.58,0,236.62,0.05,72.62,0.02
8641,0.49,1641.44,-14003822.31,7809.1,0,236.62,0.05,72.62,0.02
8642,0.49,1641.44,-14005463.75,7808.61,0,236.61,0.05,72.61,0.02
8643,0.49,1641.44,-14007105.19,7808.13,0,236.61,0.05,72.61,0.02
8644,0.49,1641.44,-14008746.63,7807.64,0,236.6,0.05,72.6,0.02
8645,0.49,1641.44,-14010388.07,7807.16,0,236.6,0.05,72.6,0.02
8646,0.49,1641.44,-14012029.51,7806.67,0,236.6,0.05,72.6,0.02
8647,0.49,1641.44,-14013670.95,7806.19,0,236.59,0.05,72.59,0.02
8648,0.49,1641.44,-14015312.39,7805.7,0,236.59,0.05,72.59,0.02
8649,0.49,1641.44,-14016953.83,7805.22,0,236.58,0.05,72.58,0.02
8650,0.49,1641.44,-14018595.27,7804.73,0,236.58,0.05,72.58,0.02
8651,0.49,1641.44,-14020236.71,7804.25,0,236.57,0.05,72.57,0.02
8652,0.49,1641.44,-14021878.15,7803.76,0,236.57,0.05,72.57,0.02
8653,0.49,1641.44,-14023519.59,7803.28,0,236.57,0.05,72.57,0.02
8654,0.49,1641.44,-14025161.03,7802.79,0,236.56,0.05,72.56,0.02
8655,0.49,1641.44,-14026802.47,7802.31,0,236.56,0.05,72.56,0.02
8656,0.49,1641.44,-14028443.91,7801.82,0,236.55,0.05,72.55,0.02
8657,0.49,1641.44,-14030085.35,7801.34,0,236.55,0.05,72.55,0.02
8658,0.49,1641.44,-14031726.79,7800.85,0,236.54,0.05,72.54,0.02
8659,0.49,1641.44,-14033368.23,7800.37,0,236.54,0.05,72.54,0.02
8660,0.49,1641.44,-14035009.67,7799.88,0,236.54,0.05,72.54,0.02
8661,0.49,1641.44,-14036651.11,7799.4,0,236.53,0.05,72.53,0.02
8662,0.49,1641.44,-14038292.56,7798.91,0,236.53,0.05,72.53,0.02
8663,0.49,1641.44,-14039934,7798.43,0,236.52,0.05,72.52,0.02
8664,0.49,1641.44,-14041575.44,7797.94,0,236.52,0.05,72.52,0.02
8665,0.49,1641.44,-14043216.88,7797.46,0,236.51,0.05,72.51,0.02
8666,0.49,1641.44,-14044858.32,7796.97,0,236.51,0.05,72.51,0.02
8667,0.49,1641.44,-14046499.76,7796.49,0,236.5,0.05,72.5,0.02
8668,0.48,1641.44,-14048141.2,7796,0,236.5,0.05,72.5,0.02
8669,0.48,1641.44,-14049782.64,7795.52,0,236.5,0.05,72.5,0.02
8670,0.48,1641.44,-14051424.08,7795.03,0,236.49,0.05,72.49,0.02
8671,0.48,1641.44,-14053065.52,7794.55,0,236.49,0.05,72.49,0.02
8672,0.48,1641.44,-14054706.96,7794.06,0,236.48,0.05,72.48,0.02
8673,0.48,1641.44,-14056348.4,7793.58,0,236.48,0.05,72.48,0.02
8674,0.48,1641.44,-14057989.84,7793.09,0,236.47,0.05,72.47,0.02
8675,0.48,1641.44,-14059631.28,7792.61,0,236.47,0.05,72.47,0.02
8676,0.48,1641.44,-14061272.72,7792.12,0,236.47,0.05,72.47,0.02
8677,0.48,1641.44,-14062914.16,7791.64,0,236.46,0.05,72.46,0.02
8678,0.48,1641.44,-14064555.6,7791.15,0,236.46,0.05,72.46,0.02
8679,0.48,1641.44,-14066197.04,7790.67,0,236.45,0.05,72.45,0.02
8680,0.48,1641.44,-14067838.48,7790.18,0,236.45,0.05,72.45,0.02
8681,0.48,1641.44,-14069479.92,7789.7,0,236.44,0.05,72.44,0.02
8682,0.48,1641.44,-14071121.37,7789.21,0,236.44,0.05,72.44,0.02
8683,0.48,1641.44,-14072762.81,7788.73,0,236.44,0.05,72.44,0.02
8684,0.48,1641.44,-14074404.25,7788.24,0,236.43,0.05,72.43,0.02
8685,0.48,1641.44,-14076045.69,7787.76,0,236.43,0.05,72.43,0.02
8686,0.48,1641.44,-14077687.13,7787.27,0,236.42,0.05,72.42,0.02
8687,0.48,1641.44,-14079328.57,7786.79,0,236.42,0.05,72.42,0.02
8688,0.48,1641.44,-14080970.01,7786.3,0,236.41,0.05,72.41,0.02
8689,0.48,1641.44,-14082611.45,7785.82,0,236.41,0.05,72.41,0.02
8690,0.48,1641.44,-14084252.89,7785.33,0,236.41,0.05,72.41,0.02
8691,0.48,1641.44,-14085894.33,7784.85,0,236.4,0.05,72.4,0.02
8692,0.48,1641.44,-14087535.77,7784.36,0,236.4,0.05,72.4,0.02
8693,0.48,1641.44,-14089177.21,7783.88,0,236.39,0.05,72.39,0.02
8694,0.48,1641.44,-14090818.65,7783.39,0,236.39,0.05,72.39,0.02
8695,0.48,1641.44,-14092460.09,7782.91,0,236.38,0.05,72.38,0.02
8696,0.48,1641.44,-14094101.53,7782.42,0,236.38,0.05,72.38,0.02
8697,0.48,1641.44,-14095742.97,7781.94,0,236.38,0.05,72.38,0.02
8698,0.48,1641.44,-14097384.41,7781.45,0,236.37,0.05,72.37,0.02
8699,0.48,1641.44,-14099025.85,7780.97,0,236.37,0.05,72.37,0.02
8700,0.48,1641.44,-14100667.29,7780.48,0,236.36,0.05,72.36,0.02
8701,0.48,1641.44,-14102308.73,7780,0,236.36,0.05,72.36,0.02
8702,0.48,1641.44,-14103950.17,7779.52,0,236.35,0.05,72.35,0.02
8703,0.48,1641.44,-14105591.62,7779.03,0,236.35,0.05,72.35,0.02
8704,0.48,1641.44,-14107233.06,7778.55,0,236.35,0.05,72.35,0.02
8705,0.48,1641.44,-14108874.5,7778.06,0,236.34,0.05,72.34,0.02
8706,0.48,1641.44,-14110515.94,7777.58,0,236.34,0.05,72.34,0.02
8707,0.48,1641.44,-14112157.38,7777.09,0,236.33,0.05,72.33,0.02
8708,0.48,1641.44,-14113798.82,7776.61,0,236.33,0.05,72.33,0.02
8709,0.48,1641.44,-14115440.26,7776.12,0,236.32,0.05,72.32,0.02
8710,0.48,1641.44,-14117081.7,7775.64,0,236.32,0.05,72.32,0.02
8711,0.48,1641.44,-14118723.14,7775.15,0,236.32,0.05,72.32,0.02
8712,0.48,1641.44,-14120364.58,7774.67,0,236.31,0.05,72.31,0.02
8713,0.48,1641.44,-14122006.02,7774.18,0,236.31,0.05,72.31,0.02
8714,0.48,1641.44,-14123647.46,7773.7,0,236.3,0.05,72.3,0.02
8715,0.48,1641.44,-14125288.9,7773.22,0,236.3,0.05,72.3,0.02
8716,0.48,1641.44,-14126930.34,7772.73,0,236.29,0.05,72.29,0.02
8717,0.48,1641.44,-14128571.78,7772.25,0,236.29,0.05,72.29,0.02
8718,0.48,1641.44,-14130213.22,7771.76,0,236.29,0.05,72.29,0.02
8719,0.48,1641.44,-14131854.66,7771.28,0,236.28,0.05,72.28,0.02
8720,0.48,1641.44,-14133496.1,7770.79,0,236.28,0.05,72.28,0.02
8721,0.48,1641.44,-14135137.54,7770.31,0,236.27,0.05,72.27,0.02
8722,0.48,1641.44,-14136778.98,7769.82,0,236.27,0.05,72.27,0.02
8723,0.48,1641.44,-14138420.43,7769.34,0,236.26,0.05,72.26,0.02
8724,0.48,1641.44,-14140061.87,7768.85,0,236.26,0.05,72.26,0.02
8725,0.48,1641.44,-14141703.31,7768.37,0,236.26,0.05,72.26,0.02
8726,0.48,1641.44,-14143344.75,7767.89,0,236.25,0.05,72.25,0.02
8727,0.48,1641.44,-14144986.19,7767.4,0,236.25,0.05,72.25,0.02
8728,0.48,1641.44,-14146627.63,7766.92,0,236.24,0.05,72.24,0.02
8729,0.48,1641.44,-14148269.07,7766.43,0,236.24,0.05,72.24,0.02
8730,0.48,1641.44,-14149910.51,7765.95,0,236.23,0.05,72.23,0.02
8731,0.48,1641.44,-14151551.95,7765.46,0,236.23,0.05,72.23,0.02
8732,0.48,1641.44,-14153193.39,7764.98,0,236.23,0.05,72.23,0.02
8733,0.48,1641.44,-14154834.83,7764.49,0,236.22,0.05,72.22,0.02
8734,0.48,1641.44,-14156476.27,7764.01,0,236.22,0.05,72.22,0.02
8735,0.48,1641.44,-14158117.71,7763.53,0,236.21,0.05,72.21,0.02
8736,0.48,1641.44,-14159759.15,7763.04,0,236.21,0.05,72.21,0.02
8737,0.48,1641.44,-14161400.59,7762.56,0,236.2,0.05,72.2,0.02
8738,0.48,1641.44,-14163042.03,7762.07,0,236.2,0.05,72.2,0.02
8739,0.48,1641.44,-14164683.47,7761.59,0,236.2,0.05,72.2,0.02
8740,0.48,1641.44,-14166324.91,7761.1,0,236.19,0.05,72.19,0.02
8741,0.48,1641.44,-14167966.35,7760.62,0,236.19,0.05,72.19,0.02
8742,0.48,1641.44,-14169607.79,7760.13,0,236.18,0.05,72.18,0.02
8743,0.48,1641.44,-14171249.23,7759.65,0,236.18,0.05,72.18,0.02
8744,0.48,1641.44,-14172890.68,7759.17,0,236.17,0.05,72.17,0.02
8745,0.48,1641.44,-14174532.12,7758.68,0,236.17,0.05,72.17,0.02
8746,0.48,1641.44,-14176173.56,7758.2,0,236.16,0.05,72.16,0.02
8747,0.48,1641.44,-14177815,7757.71,0,236.16,0.05,72.16,0.02
8748,0.48,1641.44,-14179456.44,7757.23,0,236.16,0.05,72.16,0.02
8749,0.48,1641.44,-14181097.88,7756.74,0,236.15,0.05,72.15,0.02
8750,0.48,1641.44,-14182739.32,7756.26,0,236.15,0.05,72.15,0.02
8751,0.48,1641.44,-14184380.76,7755.78,0,236.14,0.05,72.14,0.02
8752,0.48,1641.44,-14186022.2,7755.29,0,236.14,0.05,72.14,0.02
8753,0.48,1641.44,-14187663.64,7754.81,0,236.13,0.05,72.13,0.02
8754,0.48,1641.44,-14189305.08,7754.32,0,236.13,0.05,72.13,0.02
8755,0.48,1641.44,-14190946.52,7753.84,0,236.13,0.05,72.13,0.02
8756,0.48,1641.44,-14192587.96,7753.35,0,236.12,0.05,72.12,0.02
8757,0.48,1641.44,-14194229.4,7752.87,0,236.12,0.05,72.12,0.02
8758,0.48,1641.44,-14195870.84,7752.39,0,236.11,0.05,72.11,0.02
8759,0.48,1641.44,-14197512.28,7751.9,0,236.11,0.05,72.11,0.02
8760,0.48,1641.44,-14199153.72,7751.42,0,236.1,0.05,72.1,0.02
8761,0.48,1641.44,-14200795.16,7750.93,0,236.1,0.05,72.1,0.02
8762,0.48,1641.44,-14202436.6,7750.45,0,236.1,0.05,72.1,0.02
8763,0.48,1641.44,-14204078.04,7749.97,0,236.09,0.05,72.09,0.02
8764,0.48,1641.44,-14205719.49,7749.48,0,236.09,0.05,72.09,0.02
8765,0.48,1641.44,-14207360.93,7749,0,236.08,0.05,72.08,0.02
8766,0.48,1641.44,-14209002.37,7748.51,0,236.08,0.05,72.08,0.02
8767,0.48,1641.44,-14210643.81,7748.03,0,236.07,0.05,72.07,0.02
8768,0.48,1641.44,-14212285.25,7747.55,0,236.07,0.05,72.07,0.02
8769,0.48,1641.44,-14213926.69,7747.06,0,236.07,0.05,72.07,0.02
8770,0.48,1641.44,-14215568.13,7746.58,0,236.06,0.05,72.06,0.02
8771,0.48,1641.44,-14217209.57,7746.09,0,236.06,0.05,72.06,0.02
8772,0.48,1641.44,-14218851.01,7745.61,0,236.05,0.05,72.05,0.02
8773,0.48,1641.44,-14220492.45,7745.12,0,236.05,0.05,72.05,0.02
8774,0.48,1641.44,-14222133.89,7744.64,0,236.04,0.05,72.04,0.02
8775,0.48,1641.44,-14223775.33,7744.16,0,236.04,0.05,72.04,0.02
8776,0.48,1641.44,-14225416.77,7743.67,0,236.04,0.05,72.04,0.02
8777,0.48,1641.44,-14227058.21,7743.19,0,236.03,0.05,72.03,0.02
8778,0.48,1641.44,-14228699.65,7742.7,0,236.03,0.05,72.03,0.02
8779,0.48,1641.44,-14230341.09,7742.22,0,236.02,0.05,72.02,0.02
8780,0.48,1641.44,-14231982.53,7741.74,0,236.02,0.05,72.02,0.02
8781,0.48,1641.44,-14233623.97,7741.25,0,236.01,0.05,72.01,0.02
8782,0.48,1641.44,-14235265.41,7740.77,0,236.01,0.05,72.01,0.02
8783,0.48,1641.44,-14236906.85,7740.28,0,236.01,0.05,72.01,0.02
8784,0.48,1641.44,-14238548.29,7739.8,0,236,0.05,72,0.02
8785,0.48,1641.44,-14240189.74,7739.32,0,236,0.05,72,0.02
8786,0.48,1641.44,-14241831.18,7738.83,0,235.99,0.05,71.99,0.02
8787,0.48,1641.44,-14243472.62,7738.35,0,235.99,0.05,71.99,0.02
8788,0.48,1641.44,-14245114.06,7737.86,0,235.98,0.05,71.98,0.02
8789,0.48,1641.44,-14246755.5,7737.38,0,235.98,0.05,71.98,0.02
8790,0.48,1641.44,-14248396.94,7736.9,0,235.98,0.05,71.98,0.02
8791,0.48,1641.44,-14250038.38,7736.41,0,235.97,0.05,71.97,0.02
8792,0.48,1641.44,-14251679.82,7735.93,0,235.97,0.05,71.97,0.02
8793,0.48,1641.44,-14253321.26,7735.45,0,235.96,0.05,71.96,0.02
8794,0.48,1641.44,-14254962.7,7734.96,0,235.96,0.05,71.96,0.02
8795,0.48,1641.44,-14256604.14,7734.48,0,235.95,0.05,71.95,0.02
8796,0.48,1641.44,-14258245.58,7733.99,0,235.95,0.05,71.95,0.02
8797,0.48,1641.44,-14259887.02,7733.51,0,235.95,0.05,71.95,0.02
8798,0.48,1641.44,-14261528.46,7733.03,0,235.94,0.05,71.94,0.02
8799,0.48,1641.44,-14263169.9,7732.54,0,235.94,0.05,71.94,0.02
8800,0.48,1641.44,-14264811.34,7732.06,0,235.93,0.05,71.93,0.02
8801,0.48,1641.44,-14266452.78,7731.57,0,235.93,0.05,71.93,0.02
8802,0.48,1641.44,-14268094.22,7731.09,0,235.92,0.05,71.92,0.02
8803,0.48,1641.44,-14269735.66,7730.61,0,235.92,0.05,71.92,0.02
8804,0.48,1641.44,-14271377.1,7730.12,0,235.92,0.05,71.92,0.02
8805,0.48,1641.44,-14273018.54,7729.64,0,235.91,0.05,71.91,0.02
8806,0.48,1641.44,-14274659.99,7729.16,0,235.91,0.05,71.91,0.02
8807,0.48,1641.44,-14276301.43,7728.67,0,235.9,0.05,71.9,0.02
8808,0.48,1641.44,-14277942.87,7728.19,0,235.9,0.05,71.9,0.02
8809,0.48,1641.44,-14279584.31,7727.7,0,235.89,0.05,71.89,0.02
8810,0.48,1641.44,-14281225.75,7727.22,0,235.89,0.05,71.89,0.02
8811,0.48,1641.44,-14282867.19,7726.74,0,235.89,0.05,71.89,0.02
8812,0.48,1641.44,-14284508.63,7726.25,0,235.88,0.05,71.88,0.02
8813,0.48,1641.44,-14286150.07,7725.77,0,235.88,0.05,71.88,0.02
8814,0.48,1641.44,-14287791.51,7725.29,0,235.87,0.05,71.87,0.02
8815,0.48,1641.44,-14289432.95,7724.8,0,235.87,0.05,71.87,0.02
8816,0.48,1641.44,-14291074.39,7724.32,0,235.86,0.05,71.86,0.02
8817,0.48,1641.44,-14292715.83,7723.83,0,235.86,0.05,71.86,0.02
8818,0.48,1641.44,-14294357.27,7723.35,0,235.86,0.05,71.86,0.02
8819,0.48,1641.44,-14295998.71,7722.87,0,235.85,0.05,71.85,0.02
8820,0.48,1641.44,-14297640.15,7722.38,0,235.85,0.05,71.85,0.02
8821,0.48,1641.44,-14299281.59,7721.9,0,235.84,0.05,71.84,0.02
8822,0.48,1641.44,-14300923.03,7721.42,0,235.84,0.05,71.84,0.02
8823,0.48,1641.44,-14302564.47,7720.93,0,235.83,0.05,71.83,0.02
8824,0.48,1641.44,-14304205.91,7720.45,0,235.83,0.05,71.83,0.02
8825,0.48,1641.44,-14305847.35,7719.97,0,235.83,0.05,71.83,0.02
8826,0.48,1641.44,-14307488.8,7719.48,0,235.82,0.05,71.82,0.02
8827,0.48,1641.44,-14309130.24,7719,0,235.82,0.05,71.82,0.02
8828,0.48,1641.44,-14310771.68,7718.51,0,235.81,0.05,71.81,0.02
8829,0.48,1641.44,-14312413.12,7718.03,0,235.81,0.05,71.81,0.02
8830,0.48,1641.44,-14314054.56,7717.55,0,235.8,0.05,71.8,0.02
8831,0.48,1641.44,-14315696,7717.06,0,235.8,0.05,71.8,0.02
8832,0.48,1641.44,-14317337.44,7716.58,0,235.8,0.05,71.8,0.02
8833,0.48,1641.44,-14318978.88,7716.1,0,235.79,0.05,71.79,0.02
8834,0.48,1641.44,-14320620.32,7715.61,0,235.79,0.05,71.79,0.02
8835,0.48,1641.44,-14322261.76,7715.13,0,235.78,0.05,71.78,0.02
8836,0.48,1641.44,-14323903.2,7714.65,0,235.78,0.05,71.78,0.02
8837,0.48,1641.44,-14325544.64,7714.16,0,235.77,0.05,71.77,0.02
8838,0.48,1641.44,-14327186.08,7713.68,0,235.77,0.05,71.77,0.02
8839,0.48,1641.44,-14328827.52,7713.2,0,235.77,0.05,71.77,0.02
8840,0.48,1641.44,-14330468.96,7712.71,0,235.76,0.05,71.76,0.02
8841,0.48,1641.44,-14332110.4,7712.23,0,235.76,0.05,71.76,0.02
8842,0.48,1641.44,-14333751.84,7711.75,0,235.75,0.05,71.75,0.02
8843,0.48,1641.44,-14335393.28,7711.26,0,235.75,0.05,71.75,0.02
8844,0.48,1641.44,-14337034.72,7710.78,0,235.74,0.05,71.74,0.02
8845,0.48,1641.44,-14338676.16,7710.29,0,235.74,0.05,71.74,0.02
8846,0.48,1641.44,-14340317.6,7709.81,0,235.74,0.05,71.74,0.02
8847,0.48,1641.44,-14341959.05,7709.33,0,235.73,0.05,71.73,0.02
8848,0.48,1641.44,-14343600.49,7708.84,0,235.73,0.05,71.73,0.02
8849,0.48,1641.44,-14345241.93,7708.36,0,235.72,0.05,71.72,0.02
8850,0.48,1641.44,-14346883.37,7707.88,0,235.72,0.05,71.72,0.02
8851,0.48,1641.44,-14348524.81,7707.39,0,235.71,0.05,71.71,0.02
8852,0.48,1641.44,-14350166.25,7706.91,0,235.71,0.05,71.71,0.02
8853,0.48,1641.44,-14351807.69,7706.43,0,235.71,0.05,71.71,0.02
8854,0.48,1641.44,-14353449.13,7705.94,0,235.7,0.05,71.7,0.02
8855,0.48,1641.44,-14355090.57,7705.46,0,235.7,0.05,71.7,0.02
8856,0.48,1641.44,-14356732.01,7704.98,0,235.69,0.05,71.69,0.02
8857,0.48,1641.44,-14358373.45,7704.49,0,235.69,0.05,71.69,0.02
